"Species","Year","SpnForAbd_Total","SpnForTrend_Total","SpnForAbd_Wild","SpnForTrend_Wild","CU_ID","CU_Name","DU_ID","STK_ID","STK_NAME"
"Sockeye",1961,3172.897818,3172.897818,3172.897818,3172.897818,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1962,5430.506455,5430.506455,5430.506455,5430.506455,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1963,26237.73109,26237.73109,26237.73109,26237.73109,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1964,23251.55603,23251.55603,23251.55603,23251.55603,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1965,17879.29135,17879.29135,17879.29135,17879.29135,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1966,73659.0366,73659.0366,73659.0366,73659.0366,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1967,26964.0961,26964.0961,26964.0961,26964.0961,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1968,45522.88,45522.88,45522.88,45522.88,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1969,10710.592,10710.592,10710.592,10710.592,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1970,29341.888,29341.888,29341.888,29341.888,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1971,36090.9141,36090.9141,36090.9141,36090.9141,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1972,21564,21564,21564,21564,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1973,12133,12133,12133,12133,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1974,7110.434712,7110.434712,7110.434712,7110.434712,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1975,12739.23404,12739.23404,12739.23404,12739.23404,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1976,16428.544,16428.544,16428.544,16428.544,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1977,13176.448,13176.448,13176.448,13176.448,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1978,4750.144,4750.144,4750.144,4750.144,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1979,15009.28,15009.28,15009.28,15009.28,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1980,15807.04,15807.04,15807.04,15807.04,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1981,16938.304,16938.304,16938.304,16938.304,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1982,11703.04,11703.04,11703.04,11703.04,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1983,16761.472,16761.472,16761.472,16761.472,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1984,53720.67986,53720.67986,53720.67986,53720.67986,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1985,31945.74646,31945.74646,31945.74646,31945.74646,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1986,15472.15812,15472.15812,15472.15812,15472.15812,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1987,21090.09404,21090.09404,21090.09404,21090.09404,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1988,20652.928,20652.928,20652.928,20652.928,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1989,17947.46414,17947.46414,17947.46414,17947.46414,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1990,6261.494874,6261.494874,6261.494874,6261.494874,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1991,19737.56439,19737.56439,19737.56439,19737.56439,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1992,33184.31818,33184.31818,33184.31818,33184.31818,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1993,17151.424,17151.424,17151.424,17151.424,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1994,1976.704,1976.704,1976.704,1976.704,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1995,4581.290136,4581.290136,4581.290136,4581.290136,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1996,17034.93753,17034.93753,17034.93753,17034.93753,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1997,11995.86628,11995.86628,11995.86628,11995.86628,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1998,3708.12834,3708.12834,3708.12834,3708.12834,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1999,5648,5648,5648,5648,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2000,21838,21838,21838,21838,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2001,39024,39024,39024,39024,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2002,3560,3560,3560,3560,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2003,17753,17753,17753,17753,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2004,41791,41791,41791,41791,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2005,31260,31260,31260,31260,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2006,20819,20819,20819,20819,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2007,13490,13490,13490,13490,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2008,126972,126972,126972,126972,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2009,64024,64024,64024,64024,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2010,182122,182122,182122,182122,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2011,35900,35900,35900,35900,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2012,90862,90862,90862,90862,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2013,33820,33820,33820,33820,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2014,145206,145206,145206,145206,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2015,10255,10255,10255,10255,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2016,54281,54281,54281,54281,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2017,9893,9893,9893,9893,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2018,30755,30755,30755,30755,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2019,12913,12913,12913,12913,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2020,46510,46510,46510,46510,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2021,10457,10457,10457,10457,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",2022,75260.45455,75260.45455,75260.45455,75260.45455,"OsoV4","OsoyoosLake-V4",NA,"OsoV4","OsoyoosLake-V4"
"Sockeye",1961,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1962,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1963,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1964,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1965,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1966,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1967,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1968,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1969,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1970,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1971,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1972,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1973,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1974,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1975,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1976,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1977,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1978,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1979,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1980,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1981,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1982,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1983,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1984,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1985,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1986,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1987,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1988,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1989,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1990,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1991,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1992,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1993,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1994,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1995,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1996,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1997,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1998,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1999,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2000,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2001,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2002,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2003,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2004,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2005,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2006,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2007,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2008,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2009,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2010,NA,NA,NA,NA,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2011,22879,22879,22879,22879,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2012,10994,10994,10994,10994,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2013,8904,8904,8904,8904,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2014,49549,49549,49549,49549,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2015,14407,14407,14407,14407,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2016,36853,36853,36853,36853,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2017,27136,27136,27136,27136,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2018,41746,41746,41746,41746,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2019,10175,10175,10175,10175,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2020,39864,39864,39864,39864,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2021,8687,8687,8687,8687,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",2022,29312,29312,29312,29312,"SkahaV1","SkahaLake-V1",NA,"SkahaV1","SkahaLake-V1"
"Sockeye",1961,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1962,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1963,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1964,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1965,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1966,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1967,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1968,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1969,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1970,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1971,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1972,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1973,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1974,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1975,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1976,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1977,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1978,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1979,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1980,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1981,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1982,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1983,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1984,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1985,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1986,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1987,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1988,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1989,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1990,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1991,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1992,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1993,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1994,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1995,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1996,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1997,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1998,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",1999,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2000,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2001,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2002,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2003,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2004,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2005,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2006,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2007,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2008,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2009,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2010,NA,NA,NA,NA,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2011,16201.21869,16201.21869,16201.21869,16201.21869,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2012,2737,2737,2737,2737,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2013,3617,3617,3617,3617,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2014,29342,29342,29342,29342,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2015,14257,14257,14257,14257,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2016,36612,36612,36612,36612,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2017,27050,27050,27050,27050,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2018,37036,37036,37036,37036,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2019,5843,5843,5843,5843,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2020,22768,22768,22768,22768,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2021,7136,7136,7136,7136,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
"Sockeye",2022,20756.59435,20756.59435,20756.59435,20756.59435,"SkahaV2","SkahaLake-V2",NA,"SkahaV2","SkahaLake-V2"
