"Species","CU_ID","Year","SpnForTrend_Total","SpnForTrend_Wild","DU_ID","CU_Name","CU_acro","SpnForAbd_Total","SpnForAbd_Wild","Recruits_Total","Recruits_Wild"
"Chinook","CK-17",1999,11269,2137,"DU15","Lower Thompson_SP_1.2","LTh",11269,2137,NA,NA
"Chinook","CK-17",2000,16311,5869,"DU15","Lower Thompson_SP_1.2","LTh",16311,5869,NA,NA
"Chinook","CK-17",2001,17948,6499,"DU15","Lower Thompson_SP_1.2","LTh",17948,6499,NA,NA
"Chinook","CK-17",2002,26202,8697,"DU15","Lower Thompson_SP_1.2","LTh",26202,8697,NA,NA
"Chinook","CK-17",2003,26619,7818,"DU15","Lower Thompson_SP_1.2","LTh",26619,7818,NA,NA
"Chinook","CK-17",2004,22545,8095,"DU15","Lower Thompson_SP_1.2","LTh",22545,8095,NA,NA
"Chinook","CK-17",2005,7915,3579,"DU15","Lower Thompson_SP_1.2","LTh",7915,3579,NA,NA
"Chinook","CK-17",2006,11961,4310,"DU15","Lower Thompson_SP_1.2","LTh",11961,4310,NA,NA
"Chinook","CK-17",2007,2724,1064,"DU15","Lower Thompson_SP_1.2","LTh",2724,1064,NA,NA
"Chinook","CK-17",2008,11830,5269,"DU15","Lower Thompson_SP_1.2","LTh",11830,5269,NA,NA
"Chinook","CK-17",2009,2430,1226,"DU15","Lower Thompson_SP_1.2","LTh",2430,1226,NA,NA
"Chinook","CK-17",2010,9741,2616,"DU15","Lower Thompson_SP_1.2","LTh",9741,2616,NA,NA
"Chinook","CK-17",2011,5218,1639,"DU15","Lower Thompson_SP_1.2","LTh",5218,1639,NA,NA
"Chinook","CK-17",2012,11569,3206,"DU15","Lower Thompson_SP_1.2","LTh",11569,3206,NA,NA
"Chinook","CK-17",2013,7148,2635,"DU15","Lower Thompson_SP_1.2","LTh",7148,2635,NA,NA
"Chinook","CK-17",2014,24859,12940,"DU15","Lower Thompson_SP_1.2","LTh",24859,12940,NA,NA
"Chinook","CK-17",2015,11274,5555,"DU15","Lower Thompson_SP_1.2","LTh",11274,5555,NA,NA
"Chinook","CK-17",2016,8932.78515922921,5404,"DU15","Lower Thompson_SP_1.2","LTh",8932.78515922921,5404,NA,NA
"Chinook","CK-17",2017,5126.54850028163,2928,"DU15","Lower Thompson_SP_1.2","LTh",5126.54850028163,2928,NA,NA
"Chinook","CK-17",2018,3160.03748739953,1110.03748739953,"DU15","Lower Thompson_SP_1.2","LTh",3160.03748739953,1110.03748739953,NA,NA
"Chinook","CK-17",2019,5848,1049,"DU15","Lower Thompson_SP_1.2","LTh",5848,1049,NA,NA
"Chinook","CK-17",2020,8463,3554,"DU15","Lower Thompson_SP_1.2","LTh",8463,3554,NA,NA
"Chinook","CK-17",2021,6315,1441,"DU15","Lower Thompson_SP_1.2","LTh",6315,1441,NA,NA
"Chinook","CK-17",2022,10198.7305445745,441,"DU15","Lower Thompson_SP_1.2","LTh",10198.7305445745,441,NA,NA
"Chinook","CK-18",1975,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1976,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1977,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1978,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1979,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1980,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1981,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1982,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1983,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1984,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1985,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1986,1499,1499,"DU16","North Thompson_SP_1.3","NTh-spr",1499,1499,NA,NA
"Chinook","CK-18",1987,1542,1542,"DU16","North Thompson_SP_1.3","NTh-spr",1542,1542,NA,NA
"Chinook","CK-18",1988,1857,1857,"DU16","North Thompson_SP_1.3","NTh-spr",1857,1857,NA,NA
"Chinook","CK-18",1989,1141,1141,"DU16","North Thompson_SP_1.3","NTh-spr",1141,1141,NA,NA
"Chinook","CK-18",1990,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1991,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1992,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1993,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1994,1841,1841,"DU16","North Thompson_SP_1.3","NTh-spr",1841,1841,NA,NA
"Chinook","CK-18",1995,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1996,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr",NA,NA,NA,NA
"Chinook","CK-18",1997,725,725,"DU16","North Thompson_SP_1.3","NTh-spr",725,725,NA,NA
"Chinook","CK-18",1998,742,742,"DU16","North Thompson_SP_1.3","NTh-spr",742,742,NA,NA
"Chinook","CK-18",1999,535,535,"DU16","North Thompson_SP_1.3","NTh-spr",535,535,NA,NA
"Chinook","CK-18",2000,1746,1746,"DU16","North Thompson_SP_1.3","NTh-spr",1746,1746,NA,NA
"Chinook","CK-18",2001,1209,1209,"DU16","North Thompson_SP_1.3","NTh-spr",1209,1209,NA,NA
"Chinook","CK-18",2002,1130,1130,"DU16","North Thompson_SP_1.3","NTh-spr",1130,1130,NA,NA
"Chinook","CK-18",2003,374,374,"DU16","North Thompson_SP_1.3","NTh-spr",374,374,NA,NA
"Chinook","CK-18",2004,690,690,"DU16","North Thompson_SP_1.3","NTh-spr",690,690,NA,NA
"Chinook","CK-18",2005,322.748367136473,322.748367136473,"DU16","North Thompson_SP_1.3","NTh-spr",322.748367136473,322.748367136473,NA,NA
"Chinook","CK-18",2006,274,274,"DU16","North Thompson_SP_1.3","NTh-spr",274,274,NA,NA
"Chinook","CK-18",2007,250,250,"DU16","North Thompson_SP_1.3","NTh-spr",250,250,NA,NA
"Chinook","CK-18",2008,238,238,"DU16","North Thompson_SP_1.3","NTh-spr",238,238,NA,NA
"Chinook","CK-18",2009,154,154,"DU16","North Thompson_SP_1.3","NTh-spr",154,154,NA,NA
"Chinook","CK-18",2010,224,224,"DU16","North Thompson_SP_1.3","NTh-spr",224,224,NA,NA
"Chinook","CK-18",2011,319,319,"DU16","North Thompson_SP_1.3","NTh-spr",319,319,NA,NA
"Chinook","CK-18",2012,196,196,"DU16","North Thompson_SP_1.3","NTh-spr",196,196,NA,NA
"Chinook","CK-18",2013,159,159,"DU16","North Thompson_SP_1.3","NTh-spr",159,159,NA,NA
"Chinook","CK-18",2014,142,142,"DU16","North Thompson_SP_1.3","NTh-spr",142,142,NA,NA
"Chinook","CK-18",2015,101.185974561705,101.185974561705,"DU16","North Thompson_SP_1.3","NTh-spr",101.185974561705,101.185974561705,NA,NA
"Chinook","CK-18",2016,206,206,"DU16","North Thompson_SP_1.3","NTh-spr",206,206,NA,NA
"Chinook","CK-18",2017,92,92,"DU16","North Thompson_SP_1.3","NTh-spr",92,92,NA,NA
"Chinook","CK-18",2018,61,61,"DU16","North Thompson_SP_1.3","NTh-spr",61,61,NA,NA
"Chinook","CK-18",2019,424,424,"DU16","North Thompson_SP_1.3","NTh-spr",424,424,NA,NA
"Chinook","CK-18",2020,473,473,"DU16","North Thompson_SP_1.3","NTh-spr",473,473,NA,NA
"Chinook","CK-18",2021,281,281,"DU16","North Thompson_SP_1.3","NTh-spr",281,281,NA,NA
"Chinook","CK-18",2022,369,369,"DU16","North Thompson_SP_1.3","NTh-spr",369,369,NA,NA
"Chinook","CK-19",1975,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1976,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1977,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1978,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1979,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1980,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1981,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1982,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1983,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1984,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1985,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1986,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1987,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1988,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1989,3303,3303,"DU17","North Thompson_SU_1.3","NTh-sum",3303,3303,NA,NA
"Chinook","CK-19",1990,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1991,446,446,"DU17","North Thompson_SU_1.3","NTh-sum",446,446,NA,NA
"Chinook","CK-19",1992,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1993,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum",NA,NA,NA,NA
"Chinook","CK-19",1994,1028,1028,"DU17","North Thompson_SU_1.3","NTh-sum",1028,1028,NA,NA
"Chinook","CK-19",1995,5100,5100,"DU17","North Thompson_SU_1.3","NTh-sum",5100,5100,NA,NA
"Chinook","CK-19",1996,8217,8217,"DU17","North Thompson_SU_1.3","NTh-sum",8217,8217,NA,NA
"Chinook","CK-19",1997,9822.00339070633,9822.00339070633,"DU17","North Thompson_SU_1.3","NTh-sum",9822.00339070633,9822.00339070633,NA,NA
"Chinook","CK-19",1998,8069.4291805406,8069.4291805406,"DU17","North Thompson_SU_1.3","NTh-sum",8069.4291805406,8069.4291805406,NA,NA
"Chinook","CK-19",1999,5044.22112042417,5044.22112042417,"DU17","North Thompson_SU_1.3","NTh-sum",5044.22112042417,5044.22112042417,NA,NA
"Chinook","CK-19",2000,5936,5936,"DU17","North Thompson_SU_1.3","NTh-sum",5936,5936,NA,NA
"Chinook","CK-19",2001,5939,5939,"DU17","North Thompson_SU_1.3","NTh-sum",5939,5939,NA,NA
"Chinook","CK-19",2002,6819,6819,"DU17","North Thompson_SU_1.3","NTh-sum",6819,6819,NA,NA
"Chinook","CK-19",2003,7605,7605,"DU17","North Thompson_SU_1.3","NTh-sum",7605,7605,NA,NA
"Chinook","CK-19",2004,6173,6173,"DU17","North Thompson_SU_1.3","NTh-sum",6173,6173,NA,NA
"Chinook","CK-19",2005,3985,3985,"DU17","North Thompson_SU_1.3","NTh-sum",3985,3985,NA,NA
"Chinook","CK-19",2006,4639,4639,"DU17","North Thompson_SU_1.3","NTh-sum",4639,4639,NA,NA
"Chinook","CK-19",2007,2112,2112,"DU17","North Thompson_SU_1.3","NTh-sum",2112,2112,NA,NA
"Chinook","CK-19",2008,3911,3911,"DU17","North Thompson_SU_1.3","NTh-sum",3911,3911,NA,NA
"Chinook","CK-19",2009,6442,6442,"DU17","North Thompson_SU_1.3","NTh-sum",6442,6442,NA,NA
"Chinook","CK-19",2010,1402,1402,"DU17","North Thompson_SU_1.3","NTh-sum",1402,1402,NA,NA
"Chinook","CK-19",2011,1412,1412,"DU17","North Thompson_SU_1.3","NTh-sum",1412,1412,NA,NA
"Chinook","CK-19",2012,2414,2414,"DU17","North Thompson_SU_1.3","NTh-sum",2414,2414,NA,NA
"Chinook","CK-19",2013,2479,2479,"DU17","North Thompson_SU_1.3","NTh-sum",2479,2479,NA,NA
"Chinook","CK-19",2014,3220,3220,"DU17","North Thompson_SU_1.3","NTh-sum",3220,3220,NA,NA
"Chinook","CK-19",2015,5587,5587,"DU17","North Thompson_SU_1.3","NTh-sum",5587,5587,NA,NA
"Chinook","CK-19",2016,804,804,"DU17","North Thompson_SU_1.3","NTh-sum",804,804,NA,NA
"Chinook","CK-19",2017,1453,1453,"DU17","North Thompson_SU_1.3","NTh-sum",1453,1453,NA,NA
"Chinook","CK-19",2018,674,674,"DU17","North Thompson_SU_1.3","NTh-sum",674,674,NA,NA
"Chinook","CK-19",2019,1015,1015,"DU17","North Thompson_SU_1.3","NTh-sum",1015,1015,NA,NA
"Chinook","CK-19",2020,4002,4002,"DU17","North Thompson_SU_1.3","NTh-sum",4002,4002,NA,NA
"Chinook","CK-19",2021,3961,3961,"DU17","North Thompson_SU_1.3","NTh-sum",3961,3961,NA,NA
"Chinook","CK-19",2022,6076,6076,"DU17","North Thompson_SU_1.3","NTh-sum",6076,6076,NA,NA
"Chinook","CK-20",1997,NA,NA,"DU18","Southern Mainland-Georgia Strait_FA_0.x","SMn-GStr",NA,NA,NA,NA
"Chinook","CK-21",1995,30,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",30,NA,NA,NA
"Chinook","CK-21",1996,8,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",8,NA,NA,NA
"Chinook","CK-21",1997,3,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",3,NA,NA,NA
"Chinook","CK-21",1999,9,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",9,NA,NA,NA
"Chinook","CK-21",2000,75,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",75,NA,NA,NA
"Chinook","CK-21",2001,500,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",500,NA,NA,NA
"Chinook","CK-21",2002,350,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",350,NA,NA,NA
"Chinook","CK-21",2003,245,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",245,NA,NA,NA
"Chinook","CK-21",2004,116,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",116,NA,NA,NA
"Chinook","CK-21",2005,260,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",260,NA,NA,NA
"Chinook","CK-21",2006,30,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",30,NA,NA,NA
"Chinook","CK-21",2007,3,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",3,NA,NA,NA
"Chinook","CK-21",2008,281,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",281,NA,NA,NA
"Chinook","CK-21",2009,NA,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",NA,NA,NA,NA
"Chinook","CK-21",2010,23,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",23,NA,NA,NA
"Chinook","CK-21",2011,40,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",40,NA,NA,NA
"Chinook","CK-21",2012,59,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",59,NA,NA,NA
"Chinook","CK-21",2013,24,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",24,NA,NA,NA
"Chinook","CK-21",2014,2,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",2,NA,NA,NA
"Chinook","CK-21",2015,2,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",2,NA,NA,NA
"Chinook","CK-21",2016,9,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",9,NA,NA,NA
"Chinook","CK-21",2017,1,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",1,NA,NA,NA
"Chinook","CK-21",2018,13,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",13,NA,NA,NA
"Chinook","CK-21",2019,7,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",7,NA,NA,NA
"Chinook","CK-21",2020,3,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",3,NA,NA,NA
"Chinook","CK-21",2021,17,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",17,NA,NA,NA
"Chinook","CK-21",2022,3,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr",3,NA,NA,NA
"Chinook","CK-22",1965,0,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",0,NA,NA,NA
"Chinook","CK-22",1966,7600,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",7600,NA,NA,NA
"Chinook","CK-22",1975,NA,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",NA,NA,NA,NA
"Chinook","CK-22",1976,3550,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",3550,NA,NA,NA
"Chinook","CK-22",1977,3700,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",3700,NA,NA,NA
"Chinook","CK-22",1978,4170,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",4170,NA,NA,NA
"Chinook","CK-22",1979,7195,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",7195,NA,NA,NA
"Chinook","CK-22",1980,337,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",337,NA,NA,NA
"Chinook","CK-22",1981,5782,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",5782,NA,NA,NA
"Chinook","CK-22",1982,5034,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",5034,NA,NA,NA
"Chinook","CK-22",1983,4742,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",4742,NA,NA,NA
"Chinook","CK-22",1984,5278,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",5278,NA,NA,NA
"Chinook","CK-22",1985,3675,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",3675,NA,NA,NA
"Chinook","CK-22",1986,2146,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",2146,NA,NA,NA
"Chinook","CK-22",1987,2519,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",2519,NA,NA,NA
"Chinook","CK-22",1988,6878,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",6878,NA,NA,NA
"Chinook","CK-22",1989,5535,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",5535,NA,NA,NA
"Chinook","CK-22",1990,5626,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",5626,NA,NA,NA
"Chinook","CK-22",1991,7408,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",7408,NA,NA,NA
"Chinook","CK-22",1992,10250,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",10250,NA,NA,NA
"Chinook","CK-22",1993,7030,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",7030,NA,NA,NA
"Chinook","CK-22",1994,6407,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",6407,NA,NA,NA
"Chinook","CK-22",1995,16449,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",16449,NA,NA,NA
"Chinook","CK-22",1996,14596,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",14596,NA,NA,NA
"Chinook","CK-22",1997,9973,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",9973,NA,NA,NA
"Chinook","CK-22",1998,5858,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",5858,NA,NA,NA
"Chinook","CK-22",1999,6110,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",6110,NA,NA,NA
"Chinook","CK-22",2000,6638,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",6638,NA,NA,NA
"Chinook","CK-22",2001,5014,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",5014,NA,NA,NA
"Chinook","CK-22",2002,4115,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",4115,NA,NA,NA
"Chinook","CK-22",2003,3356,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",3356,NA,NA,NA
"Chinook","CK-22",2004,2721,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",2721,NA,NA,NA
"Chinook","CK-22",2005,2467,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",2467,NA,NA,NA
"Chinook","CK-22",2006,1775,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",1775,NA,NA,NA
"Chinook","CK-22",2007,2175,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",2175,NA,NA,NA
"Chinook","CK-22",2008,2015,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",2015,NA,NA,NA
"Chinook","CK-22",2009,785,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",785,NA,NA,NA
"Chinook","CK-22",2010,2879,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",2879,NA,NA,NA
"Chinook","CK-22",2011,3492,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",3492,NA,NA,NA
"Chinook","CK-22",2012,3448,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",3448,NA,NA,NA
"Chinook","CK-22",2013,4591,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",4591,NA,NA,NA
"Chinook","CK-22",2014,4590,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",4590,NA,NA,NA
"Chinook","CK-22",2015,6394,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",6394,NA,NA,NA
"Chinook","CK-22",2016,8218,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",8218,NA,NA,NA
"Chinook","CK-22",2017,13313,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",13313,NA,NA,NA
"Chinook","CK-22",2018,14395,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",14395,NA,NA,NA
"Chinook","CK-22",2019,15681,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",15681,NA,NA,NA
"Chinook","CK-22",2020,8865,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",8865,NA,NA,NA
"Chinook","CK-22",2021,13336,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",13336,NA,NA,NA
"Chinook","CK-22",2022,18071,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK",18071,NA,NA,NA
"Chinook","CK-25",1979,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",NA,NA,NA,NA
"Chinook","CK-25",1980,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",NA,NA,NA,NA
"Chinook","CK-25",1984,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",NA,NA,NA,NA
"Chinook","CK-25",1986,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",NA,NA,NA,NA
"Chinook","CK-25",1987,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",NA,NA,NA,NA
"Chinook","CK-25",1988,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",NA,NA,NA,NA
"Chinook","CK-25",1989,1198,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",1198,NA,NA,NA
"Chinook","CK-25",1990,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",NA,NA,NA,NA
"Chinook","CK-25",1991,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",NA,NA,NA,NA
"Chinook","CK-25",1993,719,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",719,NA,NA,NA
"Chinook","CK-25",1994,491,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",491,NA,NA,NA
"Chinook","CK-25",1995,2313,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",2313,NA,NA,NA
"Chinook","CK-25",1996,2159,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",2159,NA,NA,NA
"Chinook","CK-25",1997,890,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",890,NA,NA,NA
"Chinook","CK-25",1998,1485,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",1485,NA,NA,NA
"Chinook","CK-25",1999,2490,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",2490,NA,NA,NA
"Chinook","CK-25",2000,895,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",895,NA,NA,NA
"Chinook","CK-25",2001,1614,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",1614,NA,NA,NA
"Chinook","CK-25",2002,1614,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",1614,NA,NA,NA
"Chinook","CK-25",2003,1562,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",1562,NA,NA,NA
"Chinook","CK-25",2004,2098,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall",2098,NA,NA,NA
