"CU_ID","Year","AllSitesInfilled","LowUnkSitesInfilled","ModHighSitesInfilled","DU_ID","CU_Name","CU_acro"
"CK-17",2015,11274,5555,5719,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2016,8932.78515922921,5404,3528.78515922921,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2017,5126.54850028163,2928,2198.54850028163,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2018,3160.03748739953,1110.03748739953,2050,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2019,5848,1049,4799,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2020,8463,3554,4909,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2021,6315,1441,4874,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2022,10198.7305445745,441,9757.73054457454,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-18",1975,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1976,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1977,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1978,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1979,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1980,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1981,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1982,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1983,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1984,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1985,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1986,1499,1499,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1987,1542,1542,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1988,1857,1857,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1989,1141,1141,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1990,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1991,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1992,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1993,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1994,1841,1841,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1995,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1996,NA,NA,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1997,725,725,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1998,742,742,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",1999,535,535,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2000,1746,1746,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2001,1209,1209,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2002,1130,1130,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2003,374,374,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2004,690,690,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2005,322.748367136473,322.748367136473,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2006,274,274,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2007,250,250,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2008,238,238,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2009,154,154,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2010,224,224,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2011,319,319,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2012,196,196,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2013,159,159,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2014,142,142,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2015,101.185974561705,101.185974561705,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2016,206,206,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2017,92,92,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2018,61,61,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2019,424,424,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2020,473,473,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2021,281,281,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-18",2022,369,369,NA,"DU16","North Thompson_SP_1.3","NTh-spr"
"CK-19",1975,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1976,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1977,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1978,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1979,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1980,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1981,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1982,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1983,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1984,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1985,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1986,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1987,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1988,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1989,3303,3303,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1990,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1991,446,446,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1992,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1993,NA,NA,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1994,1028,1028,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1995,5100,5100,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1996,8217,8217,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1997,9822.00339070633,9822.00339070633,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1998,8069.4291805406,8069.4291805406,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",1999,5044.22112042417,5044.22112042417,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2000,5936,5936,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2001,5939,5939,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2002,6819,6819,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2003,7605,7605,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2004,6173,6173,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2005,3985,3985,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2006,4639,4639,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2007,2112,2112,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2008,3911,3911,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2009,6442,6442,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2010,1402,1402,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2011,1412,1412,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2012,2414,2414,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2013,2479,2479,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2014,3220,3220,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2015,5587,5587,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2016,804,804,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2017,1453,1453,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2018,674,674,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2019,1015,1015,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2020,4002,4002,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2021,3961,3961,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-19",2022,6076,6076,NA,"DU17","North Thompson_SU_1.3","NTh-sum"
"CK-20",1997,NA,NA,NA,"DU18","Southern Mainland-Georgia Strait_FA_0.x","SMn-GStr"
"CK-21",1995,30,NA,30,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",1996,8,NA,8,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",1997,3,NA,3,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",1999,9,NA,9,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2000,75,NA,75,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2001,500,NA,500,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2002,350,NA,350,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2003,245,NA,245,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2004,116,NA,116,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2005,260,NA,260,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2006,30,NA,30,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2007,3,NA,3,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2008,281,NA,281,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2009,NA,NA,NA,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2010,23,NA,23,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2011,40,NA,40,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2012,59,NA,59,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2013,24,NA,24,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2014,2,NA,2,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2015,2,NA,2,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2016,9,NA,9,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2017,1,NA,1,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2018,13,NA,13,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2019,7,NA,7,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2020,3,NA,3,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2021,17,NA,17,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-21",2022,3,NA,3,"DU21","East Vancouver Island-Goldstream_FA_0.x","Goldstr"
"CK-22",1965,0,NA,0,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1966,7600,NA,7600,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1975,NA,NA,NA,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1976,3550,NA,3550,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1977,3700,NA,3700,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1978,4170,NA,4170,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1979,7195,NA,7195,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1980,337,NA,337,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1981,5782,NA,5782,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1982,5034,NA,5034,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1983,4742,NA,4742,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1984,5278,NA,5278,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1985,3675,NA,3675,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1986,2146,NA,2146,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1987,2519,NA,2519,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1988,6878,NA,6878,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1989,5535,NA,5535,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1990,5626,NA,5626,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1991,7408,NA,7408,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1992,10250,NA,10250,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1993,7030,NA,7030,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1994,6407,NA,6407,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1995,16449,NA,16449,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1996,14596,NA,14596,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1997,9973,NA,9973,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1998,5858,NA,5858,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",1999,6110,NA,6110,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2000,6638,NA,6638,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2001,5014,NA,5014,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2002,4115,NA,4115,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2003,3356,NA,3356,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2004,2721,NA,2721,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2005,2467,NA,2467,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2006,1775,NA,1775,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2007,2175,NA,2175,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2008,2015,NA,2015,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2009,785,NA,785,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2010,2879,NA,2879,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2011,3492,NA,3492,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2012,3448,NA,3448,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2013,4591,NA,4591,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2014,4590,NA,4590,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2015,6394,NA,6394,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2016,8218,NA,8218,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2017,13313,NA,13313,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2018,14395,NA,14395,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2019,15681,NA,15681,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2020,8865,NA,8865,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2021,13336,NA,13336,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-22",2022,18071,NA,18071,"DU21","East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK"
"CK-25",1979,NA,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1980,NA,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1984,NA,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1986,NA,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1987,NA,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1988,NA,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1989,1198,NA,1198,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1990,NA,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1991,NA,NA,NA,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1993,719,NA,719,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1994,491,NA,491,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1995,2313,NA,2313,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1996,2159,NA,2159,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1997,890,NA,890,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1998,1485,NA,1485,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",1999,2490,NA,2490,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2000,895,NA,895,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2001,1614,NA,1614,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2002,1614,NA,1614,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2003,1562,NA,1562,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2004,2098,NA,2098,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2005,1180,NA,1180,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2006,2315,NA,2315,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2007,2202,NA,2202,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2008,2766,NA,2766,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2009,1513,NA,1513,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2010,2473.5676161919,NA,2473.5676161919,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2011,5264,NA,5264,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2012,1172.16311844078,NA,1172.16311844078,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2013,2584.8275862069,NA,2584.8275862069,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2014,1898.16251874063,NA,1898.16251874063,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2015,3489.51724137931,NA,3489.51724137931,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2016,2227.44707646177,NA,2227.44707646177,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2017,2369.05067466267,NA,2369.05067466267,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2018,3327.68455772114,NA,3327.68455772114,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2019,3083.81169415292,NA,3083.81169415292,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2020,3337.79910044977,NA,3337.79910044977,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2021,5222.47556221889,NA,5222.47556221889,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-25",2022,8697.38290854573,NA,8697.38290854573,"DU21","East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall"
"CK-27",1965,NA,NA,NA,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1966,NA,NA,NA,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1967,NA,NA,NA,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1968,NA,NA,NA,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1969,NA,NA,NA,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1970,NA,NA,NA,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1971,NA,NA,NA,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1972,NA,NA,NA,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1988,956,NA,956,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1990,9787,NA,9787,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1991,5757,NA,5757,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1992,5275,NA,5275,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1993,4324,NA,4324,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1994,6596,NA,6596,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1995,5044.27351818049,NA,5044.27351818049,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1996,6035.82415257371,NA,6035.82415257371,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1997,5562.02225663789,NA,5562.02225663789,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1998,7986.15697326025,NA,7986.15697326025,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",1999,8073.85897451214,NA,8073.85897451214,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2000,11775.0071181267,NA,11775.0071181267,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2001,30496.3620323212,NA,30496.3620323212,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2002,23128.399215812,NA,23128.399215812,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2003,24289,NA,24289,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2004,20573.7294936564,NA,20573.7294936564,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2005,15305,NA,15305,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2006,28698.6615054227,NA,28698.6615054227,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2007,15906,NA,15906,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2008,11694,NA,11694,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2009,13947.1345779061,NA,13947.1345779061,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2010,13044,NA,13044,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2011,14655,NA,14655,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2012,9638,NA,9638,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2013,6973,NA,6973,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2014,14530,NA,14530,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2015,14242.8969934794,NA,14242.8969934794,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2016,10949.6304820183,NA,10949.6304820183,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2017,20178.4674115507,NA,20178.4674115507,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2018,16682,NA,16682,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
"CK-27",2019,23089,NA,23089,"DU21","East Vancouver Island-Qualicum & Puntledge_FA_0.x","QP-fall"
